ore carrier ship	carrying ore
bulkhead	to prevent flooding
railroad company	tracks
major air carrier	business class
train assembly	industry
transit route	rail
regulatory process	industry regulation
deck crane	heavy lifting equipment
port city	cruise ship terminal
traffic signal	roundabouts
ship hull	underwater
internal attribute	important for physical health
intermodal transportation	container ships
crew list	software
canal lock	water level
shipping lane	reducing travel time
propeller airplane	mechanical
regulatory process	regulations
broad gauge railway	developed in russia
rolling stock	tourism
fishing vessel	hull shape
transportation schedule	coordinate
fishing trawler	fiberglass
ocean liner	make regular stops
contract carrier	delivery time
transit stop	near public transportation hub
organic compound	flexible
signalling	neuroscience
glider airplane	elevators
railcar carrier ship	specifically designed for railcars
spine car	freight transportation
general cargo ship	ship
organizational process	reduce costs
road transportation system	traffic congestion
ship berth	by insurance companies
maritime blockade	interference with maritime trade
surfaced roadway	straight
freighter	has a large deck
hopper dredger	support shipping
bill of lading	airway bill
terminal building	baggage claim
canal lock gate	safeguards navigation
body motion	competition
water area	dirty
commercial airport	customer service representatives
etiologic agent	infectious
transit stop	train stop
transitway	traffic artery
arriving	spot
ship cabin	yacht
fishing trawler	exporting seafood
ship hull	propulsion system
transit terminal	shelter
commercial carrier	safety
long ton	engineering
petroleum product pipeline	land-based
fixed bridge	shipping
organic compound	boiling point
intentional process	directed
electric motor	powering devices
offshore anchorage	maritime trade
port facility	trucks
cabotage	trading between ports
truck tractor	long-distance transport
traffic signal	stop light
organizational process	calendar
railcar carrier ship	working on seas
international airport	countries
dual gauge railway	enabling intercity travel
cargo handling	manual handling
container terminal	trade
river port	ships
unpaved runway	weather dependent
electric motor	electrostatic induction
registry ton	measuring materials
lighter	cylindrical
flight schedule	leisure
deck cargo	customs clearance
ship cabin	working
managing	problem-solving
merchant marine	anchors
surfaced roadway	pedestrian use
volume measure	measuring solids
vehicle crew	aeronautical
drilling ship	long-term
crew list	annually
moving violation	yield sign
arriving	businessman
standard gauge railway	uneven
intermodal transportation	moving goods by multiple modes
railway junction	low
transportation system	commuting
full size van	travel
diesel engine	longer lifespan
set or class	grouping
registry ton	1 registry ton = 2,240 pounds
intermodal transportation	air cargo
aid to navigation	helping navigation
intermodal transportation	air cargo consolidation
atmospheric region	earth's surface
vehicle wheel	trucks
government organization	regional offices
transit route	one-way
registry ton	larger than a standard container ship
material handling equipment	lubrication
air traffic control tower	guiding aircraft
ship deck	transporting goods
ship register	monitoring shipping activity
chemical tanker ship	moving goods
broad gauge railway	passenger
cargo manifest	manual entry
jet engine	military operations
commercial agent	satisfying clients
deepwater port	facilities for cargo handling
fire engine	emergency responder
attaching	more functional
pusher tug	anchoring
ship hatch	embarking
liner service	port authority
light truck	pick-up truck
emergency road vehicle	maintaining public order
surfaced roadway	speed limit
motor scooter	small size
bill of lading	record of cargo
jet airplane	flying cargo
gallery car	urban transportation
department of transportation	limited
jet engine	airplanes
airport classification	propeller
radar	traffic management
atmospheric region	gaseous
tank car	refining
cab car	music system
electrical signalling	neurons
rocket engine	highly precise
vehicle wheel	distributing weight
commercial agent	buying and selling
flight deck	aviation regulations
major air carrier	baggage handling
flatcar	cargo
ship berth	wharf
railway junction	steel
signalling	air traffic control
mode of transit	long-distance travel
river port	trucking traffic
international airport	information
railroad company	network
crane ship	construction companies
unpaved runway	helipad
commercial shipping	ship
ship berth	managed by port authorities
dining car	chefs
rail transportation system	schedules
pier	angle
radar facility	real-time data
rail transportation system	transporting people
vehicle crew	control room
full size van	travelling
ship berthing	anchorage
pusher tug	large propeller
train assembly	transport goods
partial container ship	port operations
vehicle crew	technical
government organization	executive
personal watercraft	footwells
whaling ship	arctic waters
contract carrier	handling claims
truck tractor	large
surfaced roadway	snow
tugboat	maritime company
ship deck	glass
cargo ship	dependent on wind
merchant marine	seas
cargo container	lifting points
radar or sonar	aircraft navigation
river port	bulk cargo port
railcar carrier ship	sailing
rolling stock	iron
container ship	strong
water area	wave
bill of lading	by shipper
portable bridge	connect two points
minivan	ample storage space
railroad bridge	tunnel
transportation schedule	mode
jet engine	vibration
merchant marine	cruise liners
ship register	register of ships
sea lane	regularly monitored
surfaced roadway	good
ship berthing	stable
water transportation system	environmental
dry bulk cargo	large
water transportation system	shipyard
bulkhead	during construction
canal structure	modern
water transportation system	non-profit organizations
cargo ship	large
fishing vessel	towing
electric motor	servo
common carrier	transportation service
transportation system	environmental
arriving	reach
organic object	fragile
mass measure	business
personal watercraft	jet pump
transit stop	scheduled
registry ton	st
freight car	train yard
regulatory process	new regulations
flight deck	travel
truck trailer	long distance transportation
emergency road vehicle	medical equipment
department of transportation	efficiency
fixed bridge	allow ships to pass
tugboat	moving barges
cargo handling	accurate delivery
organizational process	charts
diesel fuel	tanker
navigation buoy	emit light
ship hatch	superstructure
vehicle registration	depending on state
portable bridge	providing access
railroad bridge	valleys
head end car	speed control
ore carrier ship	containers
internal attribute	readable
organic object	farmed
deepwater port	shipping and receiving
