cabotage	trade within a country definition
radar	navigation function
parking garage	private organization
port embargo	seizure implementation
signalling	alerting function
drilling ship	deepwater depth
partial container ship	carry goods function
offshore anchorage	anchors facilities
government organization	politicians staff
dual gauge railway	switching points features
transitway	efficient travel purpose
etiologic agent	social distancing prevention
turbojet engine	combustor component
commercial carrier	trains vehicles
local transit system	moving people around purpose
cable ship	navigation usage
truck trailer	open-top shape
road vehicle	daily commute usage
dining car	small size
passenger ship	transporting passengers function
ship hatch	access to deck function
tractor trailer	long-distance transportation function
fire engine	heavy vehicle vehicle type
dual gauge railway	increased rail network flexibility benefits
tank car	safety-focused operation
propeller airplane	slow climb characteristics
transportation authority	manage public transportation responsibilities
railroad company	international scope
radar facility	aviation usage
railway junction	freight type
sea lane	fairway types
attribute	observable access
mode of transit	many capacity
commercial airport	landing services
port facility	storing function
turbojet engine	expansion principle
crane ship	coastal location
airport classification	eu regulations
broad gauge railway	wider distance between rails
volume measure	conversion methods
transportation company	industry standards regulatory framework
local transit system	fixed route schedule
electric device	button control
railway vehicle	freight transport used for
canal lock gate	uses mechanical system mechanism
